output_frame_index,sensor_frame_index,sensor_timestamp,actual_exposure_us,analogue_gain,pts_ms,elapsed_ms,frame_unix_ms,frame_time_iso8601,mean_luma
655,1338,14927666242000,9992.0,1.00,18186.451,18908.906,1789131975199.532,2026-09-11T17:06:15.199532+04:00,80.2
656,1339,14927680135000,9992.0,1.00,18200.344,18922.799,1789131975213.425,2026-09-11T17:06:15.213425+04:00,80.2
657,1343,14927735714000,9992.0,1.00,18255.923,18978.378,1789131975269.004,2026-09-11T17:06:15.269004+04:00,80.2
658,1344,14927749603000,9992.0,1.00,18269.812,18992.267,1789131975282.893,2026-09-11T17:06:15.282893+04:00,80.2
659,1345,14927763495000,9992.0,1.00,18283.704,19006.159,1789131975296.785,2026-09-11T17:06:15.296785+04:00,80.2
660,1349,14927819073000,9992.0,1.00,18339.282,19061.737,1789131975352.363,2026-09-11T17:06:15.352363+04:00,80.2
661,1350,14927832963000,9992.0,1.00,18353.172,19075.627,1789131975366.253,2026-09-11T17:06:15.366253+04:00,80.2
662,1351,14927846857000,9992.0,1.00,18367.066,19089.521,1789131975380.147,2026-09-11T17:06:15.380147+04:00,80.2
663,1355,14927902431000,9992.0,1.00,18422.640,19145.095,1789131975435.721,2026-09-11T17:06:15.435721+04:00,80.2
664,1356,14927916324000,9992.0,1.00,18436.533,19158.988,1789131975449.614,2026-09-11T17:06:15.449614+04:00,80.2
665,1357,14927930217000,9992.0,1.00,18450.426,19172.881,1789131975463.507,2026-09-11T17:06:15.463507+04:00,80.2
666,1361,14927985794000,9992.0,1.00,18506.003,19228.458,1789131975519.084,2026-09-11T17:06:15.519084+04:00,80.2
667,1362,14927999684000,9992.0,1.00,18519.893,19242.348,1789131975532.974,2026-09-11T17:06:15.532974+04:00,80.2
668,1363,14928013578000,9992.0,1.00,18533.787,19256.242,1789131975546.868,2026-09-11T17:06:15.546868+04:00,80.2
669,1367,14928069151000,9992.0,1.00,18589.360,19311.815,1789131975602.441,2026-09-11T17:06:15.602441+04:00,80.2
670,1368,14928083045000,9992.0,1.00,18603.254,19325.709,1789131975616.335,2026-09-11T17:06:15.616335+04:00,80.2
671,1369,14928096939000,9992.0,1.00,18617.148,19339.603,1789131975630.229,2026-09-11T17:06:15.630229+04:00,80.2
672,1373,14928152512000,9992.0,1.00,18672.721,19395.176,1789131975685.802,2026-09-11T17:06:15.685802+04:00,80.2
673,1374,14928166406000,9992.0,1.00,18686.615,19409.070,1789131975699.696,2026-09-11T17:06:15.699696+04:00,80.2
674,1375,14928180298000,9992.0,1.00,18700.507,19422.962,1789131975713.588,2026-09-11T17:06:15.713588+04:00,80.2
675,1379,14928235872000,9992.0,1.00,18756.081,19478.536,1789131975769.162,2026-09-11T17:06:15.769162+04:00,80.2
676,1380,14928249765000,9992.0,1.00,18769.974,19492.429,1789131975783.055,2026-09-11T17:06:15.783055+04:00,80.2
677,1381,14928263658000,9992.0,1.00,18783.867,19506.322,1789131975796.948,2026-09-11T17:06:15.796948+04:00,80.2
678,1385,14928319234000,9992.0,1.00,18839.443,19561.898,1789131975852.524,2026-09-11T17:06:15.852524+04:00,80.2
679,1386,14928333125000,9992.0,1.00,18853.334,19575.789,1789131975866.415,2026-09-11T17:06:15.866415+04:00,80.2
680,1387,14928347018000,9992.0,1.00,18867.227,19589.682,1789131975880.308,2026-09-11T17:06:15.880308+04:00,80.2
681,1391,14928402595000,9992.0,1.00,18922.804,19645.259,1789131975935.885,2026-09-11T17:06:15.935885+04:00,80.1
682,1392,14928416488000,9992.0,1.00,18936.697,19659.152,1789131975949.778,2026-09-11T17:06:15.949778+04:00,80.1
683,1393,14928430379000,9992.0,1.00,18950.588,19673.043,1789131975963.669,2026-09-11T17:06:15.963669+04:00,80.2
684,1397,14928485955000,9992.0,1.00,19006.164,19728.619,1789131976019.245,2026-09-11T17:06:16.019245+04:00,80.3
685,1398,14928499845000,9992.0,1.00,19020.054,19742.509,1789131976033.135,2026-09-11T17:06:16.033135+04:00,80.3
686,1399,14928513739000,9992.0,1.00,19033.948,19756.403,1789131976047.029,2026-09-11T17:06:16.047029+04:00,80.4
687,1403,14928569314000,9992.0,1.00,19089.523,19811.978,1789131976102.604,2026-09-11T17:06:16.102604+04:00,80.6
688,1404,14928583207000,9992.0,1.00,19103.416,19825.871,1789131976116.497,2026-09-11T17:06:16.116497+04:00,80.7
689,1405,14928597102000,9992.0,1.00,19117.311,19839.766,1789131976130.392,2026-09-11T17:06:16.130392+04:00,80.7
690,1409,14928652677000,9992.0,1.00,19172.886,19895.341,1789131976185.967,2026-09-11T17:06:16.185967+04:00,81.1
691,1410,14928666567000,9992.0,1.00,19186.776,19909.231,1789131976199.857,2026-09-11T17:06:16.199857+04:00,81.2
692,1411,14928680461000,9992.0,1.00,19200.670,19923.125,1789131976213.751,2026-09-11T17:06:16.213751+04:00,81.3
693,1415,14928736041000,9992.0,1.00,19256.250,19978.705,1789131976269.331,2026-09-11T17:06:16.269331+04:00,81.7
694,1416,14928749929000,9992.0,1.00,19270.138,19992.593,1789131976283.219,2026-09-11T17:06:16.283219+04:00,81.8
695,1417,14928763821000,9992.0,1.00,19284.030,20006.485,1789131976297.111,2026-09-11T17:06:16.297111+04:00,82.0
696,1421,14928819397000,9992.0,1.00,19339.606,20062.061,1789131976352.687,2026-09-11T17:06:16.352687+04:00,82.4
697,1422,14928833287000,9992.0,1.00,19353.496,20075.951,1789131976366.577,2026-09-11T17:06:16.366577+04:00,82.6
698,1423,14928847183000,9992.0,1.00,19367.392,20089.847,1789131976380.473,2026-09-11T17:06:16.380473+04:00,82.7
699,1427,14928902758000,9992.0,1.00,19422.967,20145.422,1789131976436.048,2026-09-11T17:06:16.436048+04:00,83.1
700,1428,14928916648000,9992.0,1.00,19436.857,20159.312,1789131976449.938,2026-09-11T17:06:16.449938+04:00,83.1
701,1429,14928930541000,9992.0,1.00,19450.750,20173.205,1789131976463.831,2026-09-11T17:06:16.463831+04:00,83.1
702,1433,14928986116000,9992.0,1.00,19506.325,20228.780,1789131976519.406,2026-09-11T17:06:16.519406+04:00,83.1
703,1434,14929000030000,9992.0,1.00,19520.239,20242.694,1789131976533.320,2026-09-11T17:06:16.533320+04:00,83.1
704,1435,14929013902000,9992.0,1.00,19534.111,20256.566,1789131976547.192,2026-09-11T17:06:16.547192+04:00,83.1
705,1439,14929069477000,9992.0,1.00,19589.686,20312.141,1789131976602.767,2026-09-11T17:06:16.602767+04:00,82.8
706,1440,14929083368000,9992.0,1.00,19603.577,20326.032,1789131976616.658,2026-09-11T17:06:16.616658+04:00,82.7
707,1441,14929097262000,9992.0,1.00,19617.471,20339.926,1789131976630.552,2026-09-11T17:06:16.630552+04:00,82.6
708,1445,14929152838000,9992.0,1.00,19673.047,20395.502,1789131976686.128,2026-09-11T17:06:16.686128+04:00,82.3
709,1446,14929166732000,9992.0,1.00,19686.941,20409.396,1789131976700.022,2026-09-11T17:06:16.700022+04:00,82.2
710,1447,14929180624000,9992.0,1.00,19700.833,20423.288,1789131976713.914,2026-09-11T17:06:16.713914+04:00,82.2
711,1451,14929236199000,9992.0,1.00,19756.408,20478.863,1789131976769.489,2026-09-11T17:06:16.769489+04:00,82.0
712,1452,14929250091000,9992.0,1.00,19770.300,20492.755,1789131976783.381,2026-09-11T17:06:16.783381+04:00,82.1
713,1453,14929263984000,9992.0,1.00,19784.193,20506.648,1789131976797.274,2026-09-11T17:06:16.797274+04:00,82.1
714,1457,14929319562000,9992.0,1.00,19839.771,20562.226,1789131976852.852,2026-09-11T17:06:16.852852+04:00,82.3
715,1458,14929333451000,9992.0,1.00,19853.660,20576.115,1789131976866.741,2026-09-11T17:06:16.866741+04:00,82.4
716,1459,14929347344000,9992.0,1.00,19867.553,20590.008,1789131976880.634,2026-09-11T17:06:16.880634+04:00,82.4
717,1463,14929402919000,9992.0,1.00,19923.128,20645.583,1789131976936.209,2026-09-11T17:06:16.936209+04:00,82.6
718,1464,14929416811000,9992.0,1.00,19937.020,20659.475,1789131976950.101,2026-09-11T17:06:16.950101+04:00,82.6
719,1465,14929430703000,9992.0,1.00,19950.912,20673.367,1789131976963.993,2026-09-11T17:06:16.963993+04:00,82.6
720,1469,14929486278000,9992.0,1.00,20006.487,20728.942,1789131977019.568,2026-09-11T17:06:17.019568+04:00,82.7
721,1470,14929500172000,9992.0,1.00,20020.381,20742.836,1789131977033.462,2026-09-11T17:06:17.033462+04:00,82.7
722,1471,14929514064000,9992.0,1.00,20034.273,20756.728,1789131977047.354,2026-09-11T17:06:17.047354+04:00,82.7
723,1475,14929569639000,9992.0,1.00,20089.848,20812.303,1789131977102.929,2026-09-11T17:06:17.102929+04:00,82.6
724,1476,14929583531000,9992.0,1.00,20103.740,20826.195,1789131977116.821,2026-09-11T17:06:17.116821+04:00,82.6
725,1477,14929597424000,9992.0,1.00,20117.633,20840.088,1789131977130.714,2026-09-11T17:06:17.130714+04:00,82.6
726,1481,14929652999000,9992.0,1.00,20173.208,20895.663,1789131977186.289,2026-09-11T17:06:17.186289+04:00,82.5
727,1482,14929666893000,9992.0,1.00,20187.102,20909.557,1789131977200.183,2026-09-11T17:06:17.200183+04:00,82.5
728,1483,14929680785000,9992.0,1.00,20200.994,20923.449,1789131977214.075,2026-09-11T17:06:17.214075+04:00,82.5
729,1487,14929736360000,9992.0,1.00,20256.569,20979.024,1789131977269.650,2026-09-11T17:06:17.269650+04:00,82.4
730,1488,14929750253000,9992.0,1.00,20270.462,20992.917,1789131977283.543,2026-09-11T17:06:17.283543+04:00,82.4
731,1489,14929764146000,9992.0,1.00,20284.355,21006.810,1789131977297.436,2026-09-11T17:06:17.297436+04:00,82.4
732,1493,14929819720000,9992.0,1.00,20339.929,21062.384,1789131977353.010,2026-09-11T17:06:17.353010+04:00,82.4
733,1494,14929833613000,9992.0,1.00,20353.822,21076.277,1789131977366.903,2026-09-11T17:06:17.366903+04:00,82.4
734,1495,14929847505000,9992.0,1.00,20367.714,21090.169,1789131977380.795,2026-09-11T17:06:17.380795+04:00,82.4
735,1499,14929903081000,9992.0,1.00,20423.290,21145.745,1789131977436.371,2026-09-11T17:06:17.436371+04:00,82.3
736,1500,14929916972000,9992.0,1.00,20437.181,21159.636,1789131977450.262,2026-09-11T17:06:17.450262+04:00,82.3
737,1501,14929930865000,9992.0,1.00,20451.074,21173.529,1789131977464.155,2026-09-11T17:06:17.464155+04:00,82.4
738,1505,14929986437000,9992.0,1.00,20506.646,21229.101,1789131977519.727,2026-09-11T17:06:17.519727+04:00,82.5
739,1506,14930000333000,9992.0,1.00,20520.542,21242.997,1789131977533.623,2026-09-11T17:06:17.533623+04:00,82.5
740,1507,14930014224000,9992.0,1.00,20534.433,21256.888,1789131977547.514,2026-09-11T17:06:17.547514+04:00,82.6
741,1511,14930069799000,9992.0,1.00,20590.008,21312.463,1789131977603.089,2026-09-11T17:06:17.603089+04:00,82.7
742,1512,14930083693000,9992.0,1.00,20603.902,21326.357,1789131977616.983,2026-09-11T17:06:17.616983+04:00,82.7
743,1513,14930097585000,9992.0,1.00,20617.794,21340.249,1789131977630.875,2026-09-11T17:06:17.630875+04:00,82.7
744,1517,14930153160000,9992.0,1.00,20673.369,21395.824,1789131977686.450,2026-09-11T17:06:17.686450+04:00,82.7
745,1518,14930167054000,9992.0,1.00,20687.263,21409.718,1789131977700.344,2026-09-11T17:06:17.700344+04:00,82.7
746,1519,14930180945000,9992.0,1.00,20701.154,21423.609,1789131977714.235,2026-09-11T17:06:17.714235+04:00,82.7
747,1523,14930236521000,9992.0,1.00,20756.730,21479.185,1789131977769.811,2026-09-11T17:06:17.769811+04:00,82.5
748,1524,14930250412000,9992.0,1.00,20770.621,21493.076,1789131977783.702,2026-09-11T17:06:17.783702+04:00,82.5
749,1525,14930264306000,9992.0,1.00,20784.515,21506.970,1789131977797.596,2026-09-11T17:06:17.797596+04:00,82.4
750,1529,14930319884000,9992.0,1.00,20840.093,21562.548,1789131977853.174,2026-09-11T17:06:17.853174+04:00,82.3
751,1530,14930333775000,9992.0,1.00,20853.984,21576.439,1789131977867.065,2026-09-11T17:06:17.867065+04:00,82.2
752,1531,14930347668000,9992.0,1.00,20867.877,21590.332,1789131977880.958,2026-09-11T17:06:17.880958+04:00,82.2
753,1535,14930403245000,9992.0,1.00,20923.454,21645.909,1789131977936.535,2026-09-11T17:06:17.936535+04:00,82.1
754,1536,14930417135000,9992.0,1.00,20937.344,21659.799,1789131977950.425,2026-09-11T17:06:17.950425+04:00,82.1
755,1537,14930431028000,9992.0,1.00,20951.237,21673.692,1789131977964.318,2026-09-11T17:06:17.964318+04:00,82.0
756,1541,14930486602000,9992.0,1.00,21006.811,21729.266,1789131978019.892,2026-09-11T17:06:18.019892+04:00,81.9
757,1542,14930500494000,9992.0,1.00,21020.703,21743.158,1789131978033.784,2026-09-11T17:06:18.033784+04:00,81.9
758,1543,14930514388000,9992.0,1.00,21034.597,21757.052,1789131978047.678,2026-09-11T17:06:18.047678+04:00,81.8
759,1547,14930569959000,9992.0,1.00,21090.168,21812.623,1789131978103.249,2026-09-11T17:06:18.103249+04:00,81.8
760,1548,14930583855000,9992.0,1.00,21104.064,21826.519,1789131978117.145,2026-09-11T17:06:18.117145+04:00,81.8
761,1549,14930597749000,9992.0,1.00,21117.958,21840.413,1789131978131.039,2026-09-11T17:06:18.131039+04:00,81.7
762,1553,14930653322000,9992.0,1.00,21173.531,21895.986,1789131978186.612,2026-09-11T17:06:18.186612+04:00,81.7
763,1554,14930667216000,9992.0,1.00,21187.425,21909.880,1789131978200.506,2026-09-11T17:06:18.200506+04:00,81.7
764,1555,14930681110000,9992.0,1.00,21201.319,21923.774,1789131978214.400,2026-09-11T17:06:18.214400+04:00,81.7
765,1559,14930736683000,9992.0,1.00,21256.892,21979.347,1789131978269.973,2026-09-11T17:06:18.269973+04:00,81.8
766,1560,14930750576000,9992.0,1.00,21270.785,21993.240,1789131978283.866,2026-09-11T17:06:18.283866+04:00,81.8
767,1561,14930764469000,9992.0,1.00,21284.678,22007.133,1789131978297.759,2026-09-11T17:06:18.297759+04:00,81.8
768,1565,14930820044000,9992.0,1.00,21340.253,22062.708,1789131978353.334,2026-09-11T17:06:18.353334+04:00,81.8
769,1566,14930833936000,9992.0,1.00,21354.145,22076.600,1789131978367.226,2026-09-11T17:06:18.367226+04:00,81.8
770,1567,14930847829000,9992.0,1.00,21368.038,22090.493,1789131978381.119,2026-09-11T17:06:18.381119+04:00,81.8
771,1571,14930903405000,9992.0,1.00,21423.614,22146.069,1789131978436.695,2026-09-11T17:06:18.436695+04:00,81.8
772,1572,14930917297000,9992.0,1.00,21437.506,22159.961,1789131978450.587,2026-09-11T17:06:18.450587+04:00,81.8
773,1573,14930931189000,9992.0,1.00,21451.398,22173.853,1789131978464.479,2026-09-11T17:06:18.464479+04:00,81.8
774,1577,14930986766000,9992.0,1.00,21506.975,22229.430,1789131978520.056,2026-09-11T17:06:18.520056+04:00,81.8
775,1578,14931000662000,9992.0,1.00,21520.871,22243.326,1789131978533.952,2026-09-11T17:06:18.533952+04:00,81.8
776,1579,14931014551000,9992.0,1.00,21534.760,22257.215,1789131978547.841,2026-09-11T17:06:18.547841+04:00,81.7
777,1583,14931070126000,9992.0,1.00,21590.335,22312.790,1789131978603.416,2026-09-11T17:06:18.603416+04:00,81.7
778,1584,14931084019000,9992.0,1.00,21604.228,22326.683,1789131978617.309,2026-09-11T17:06:18.617309+04:00,81.7
779,1585,14931097912000,9992.0,1.00,21618.121,22340.576,1789131978631.202,2026-09-11T17:06:18.631202+04:00,81.6
780,1589,14931153487000,9992.0,1.00,21673.696,22396.151,1789131978686.777,2026-09-11T17:06:18.686777+04:00,81.6
781,1590,14931167378000,9992.0,1.00,21687.587,22410.042,1789131978700.668,2026-09-11T17:06:18.700668+04:00,81.5
782,1591,14931181272000,9992.0,1.00,21701.481,22423.936,1789131978714.562,2026-09-11T17:06:18.714562+04:00,81.5
783,1595,14931236845000,9992.0,1.00,21757.054,22479.509,1789131978770.135,2026-09-11T17:06:18.770135+04:00,81.4
784,1596,14931250738000,9992.0,1.00,21770.947,22493.402,1789131978784.028,2026-09-11T17:06:18.784028+04:00,81.4
785,1597,14931264633000,9992.0,1.00,21784.842,22507.297,1789131978797.923,2026-09-11T17:06:18.797923+04:00,81.4
786,1601,14931320205000,9992.0,1.00,21840.414,22562.869,1789131978853.495,2026-09-11T17:06:18.853495+04:00,81.4
787,1602,14931334099000,9992.0,1.00,21854.308,22576.763,1789131978867.389,2026-09-11T17:06:18.867389+04:00,81.4
788,1603,14931347994000,9992.0,1.00,21868.203,22590.658,1789131978881.284,2026-09-11T17:06:18.881284+04:00,81.4
789,1607,14931403566000,9992.0,1.00,21923.775,22646.230,1789131978936.856,2026-09-11T17:06:18.936856+04:00,81.4
790,1608,14931417460000,9992.0,1.00,21937.669,22660.124,1789131978950.750,2026-09-11T17:06:18.950750+04:00,81.4
791,1609,14931431353000,9992.0,1.00,21951.562,22674.017,1789131978964.643,2026-09-11T17:06:18.964643+04:00,81.4
792,1613,14931486926000,9992.0,1.00,22007.135,22729.590,1789131979020.216,2026-09-11T17:06:19.020216+04:00,81.5
793,1614,14931500821000,9992.0,1.00,22021.030,22743.485,1789131979034.111,2026-09-11T17:06:19.034111+04:00,81.5
794,1615,14931514714000,9992.0,1.00,22034.923,22757.378,1789131979048.004,2026-09-11T17:06:19.048004+04:00,81.5
795,1619,14931570289000,9992.0,1.00,22090.498,22812.953,1789131979103.579,2026-09-11T17:06:19.103579+04:00,81.7
796,1620,14931584182000,9992.0,1.00,22104.391,22826.846,1789131979117.472,2026-09-11T17:06:19.117472+04:00,81.7
797,1621,14931598074000,9992.0,1.00,22118.283,22840.738,1789131979131.364,2026-09-11T17:06:19.131364+04:00,81.8
798,1625,14931653648000,9992.0,1.00,22173.857,22896.312,1789131979186.938,2026-09-11T17:06:19.186938+04:00,82.0
799,1626,14931667540000,9992.0,1.00,22187.749,22910.204,1789131979200.830,2026-09-11T17:06:19.200830+04:00,82.0
800,1627,14931681433000,9992.0,1.00,22201.642,22924.097,1789131979214.723,2026-09-11T17:06:19.214723+04:00,82.0
801,1631,14931737009000,9992.0,1.00,22257.218,22979.673,1789131979270.299,2026-09-11T17:06:19.270299+04:00,82.2
802,1632,14931750900000,9992.0,1.00,22271.109,22993.564,1789131979284.190,2026-09-11T17:06:19.284190+04:00,82.3
803,1633,14931764795000,9992.0,1.00,22285.004,23007.459,1789131979298.085,2026-09-11T17:06:19.298085+04:00,82.4
804,1637,14931820370000,9992.0,1.00,22340.579,23063.034,1789131979353.660,2026-09-11T17:06:19.353660+04:00,82.5
805,1638,14931834261000,9992.0,1.00,22354.470,23076.925,1789131979367.551,2026-09-11T17:06:19.367551+04:00,82.5
806,1639,14931848155000,9992.0,1.00,22368.364,23090.819,1789131979381.445,2026-09-11T17:06:19.381445+04:00,82.6
807,1643,14931903728000,9992.0,1.00,22423.937,23146.392,1789131979437.018,2026-09-11T17:06:19.437018+04:00,82.7
808,1644,14931917622000,9992.0,1.00,22437.831,23160.286,1789131979450.912,2026-09-11T17:06:19.450912+04:00,82.7
809,1645,14931931516000,9992.0,1.00,22451.725,23174.180,1789131979464.806,2026-09-11T17:06:19.464806+04:00,82.7
810,1649,14931987090000,9992.0,1.00,22507.299,23229.754,1789131979520.380,2026-09-11T17:06:19.520380+04:00,82.7
811,1650,14932000982000,9992.0,1.00,22521.191,23243.646,1789131979534.272,2026-09-11T17:06:19.534272+04:00,82.7
812,1651,14932014876000,9992.0,1.00,22535.085,23257.540,1789131979548.166,2026-09-11T17:06:19.548166+04:00,82.7
813,1655,14932070450000,9992.0,1.00,22590.659,23313.114,1789131979603.740,2026-09-11T17:06:19.603740+04:00,82.7
814,1656,14932084343000,9992.0,1.00,22604.552,23327.007,1789131979617.633,2026-09-11T17:06:19.617633+04:00,82.7
815,1657,14932098237000,9992.0,1.00,22618.446,23340.901,1789131979631.527,2026-09-11T17:06:19.631527+04:00,82.7
816,1661,14932153809000,9992.0,1.00,22674.018,23396.473,1789131979687.099,2026-09-11T17:06:19.687099+04:00,82.6
817,1662,14932167703000,9992.0,1.00,22687.912,23410.367,1789131979700.993,2026-09-11T17:06:19.700993+04:00,82.6
818,1663,14932181597000,9992.0,1.00,22701.806,23424.261,1789131979714.887,2026-09-11T17:06:19.714887+04:00,82.5
819,1667,14932237171000,9992.0,1.00,22757.380,23479.835,1789131979770.461,2026-09-11T17:06:19.770461+04:00,82.4
820,1668,14932251064000,9992.0,1.00,22771.273,23493.728,1789131979784.354,2026-09-11T17:06:19.784354+04:00,82.4
821,1669,14932264957000,9992.0,1.00,22785.166,23507.621,1789131979798.247,2026-09-11T17:06:19.798247+04:00,82.3
822,1673,14932320531000,9992.0,1.00,22840.740,23563.195,1789131979853.821,2026-09-11T17:06:19.853821+04:00,82.2
823,1674,14932334425000,9992.0,1.00,22854.634,23577.089,1789131979867.715,2026-09-11T17:06:19.867715+04:00,82.2
824,1675,14932348317000,9992.0,1.00,22868.526,23590.981,1789131979881.607,2026-09-11T17:06:19.881607+04:00,82.2
825,1679,14932403895000,9992.0,1.00,22924.104,23646.559,1789131979937.185,2026-09-11T17:06:19.937185+04:00,82.0
826,1680,14932417784000,9992.0,1.00,22937.993,23660.448,1789131979951.074,2026-09-11T17:06:19.951074+04:00,81.9
827,1681,14932431677000,9992.0,1.00,22951.886,23674.341,1789131979964.967,2026-09-11T17:06:19.964967+04:00,81.9
828,1685,14932487256000,9992.0,1.00,23007.465,23729.920,1789131980020.546,2026-09-11T17:06:20.020546+04:00,81.7
829,1686,14932501143000,9992.0,1.00,23021.352,23743.807,1789131980034.433,2026-09-11T17:06:20.034433+04:00,81.7
830,1687,14932515039000,9992.0,1.00,23035.248,23757.703,1789131980048.329,2026-09-11T17:06:20.048329+04:00,81.7
831,1691,14932570613000,9992.0,1.00,23090.822,23813.277,1789131980103.903,2026-09-11T17:06:20.103903+04:00,81.5
832,1692,14932584506000,9992.0,1.00,23104.715,23827.170,1789131980117.796,2026-09-11T17:06:20.117796+04:00,81.5
833,1693,14932598399000,9992.0,1.00,23118.608,23841.063,1789131980131.689,2026-09-11T17:06:20.131689+04:00,81.4
834,1697,14932653973000,9992.0,1.00,23174.182,23896.637,1789131980187.263,2026-09-11T17:06:20.187263+04:00,81.2
835,1698,14932667865000,9992.0,1.00,23188.074,23910.529,1789131980201.155,2026-09-11T17:06:20.201155+04:00,81.2
836,1699,14932681761000,9992.0,1.00,23201.970,23924.425,1789131980215.051,2026-09-11T17:06:20.215051+04:00,81.1
837,1703,14932737331000,9992.0,1.00,23257.540,23979.995,1789131980270.621,2026-09-11T17:06:20.270621+04:00,80.9
838,1704,14932751227000,9992.0,1.00,23271.436,23993.891,1789131980284.517,2026-09-11T17:06:20.284517+04:00,80.9
839,1705,14932765119000,9992.0,1.00,23285.328,24007.783,1789131980298.409,2026-09-11T17:06:20.298409+04:00,80.9
840,1709,14932820691000,9992.0,1.00,23340.900,24063.355,1789131980353.981,2026-09-11T17:06:20.353981+04:00,80.8
841,1710,14932834587000,9992.0,1.00,23354.796,24077.251,1789131980367.877,2026-09-11T17:06:20.367877+04:00,80.8
842,1711,14932848480000,9992.0,1.00,23368.689,24091.144,1789131980381.770,2026-09-11T17:06:20.381770+04:00,80.8
843,1715,14932904054000,9992.0,1.00,23424.263,24146.718,1789131980437.344,2026-09-11T17:06:20.437344+04:00,80.8
844,1716,14932917949000,9992.0,1.00,23438.158,24160.613,1789131980451.239,2026-09-11T17:06:20.451239+04:00,80.9
845,1717,14932931840000,9992.0,1.00,23452.049,24174.504,1789131980465.130,2026-09-11T17:06:20.465130+04:00,80.9
846,1721,14932987416000,9992.0,1.00,23507.625,24230.080,1789131980520.706,2026-09-11T17:06:20.520706+04:00,80.9
847,1722,14933001306000,9992.0,1.00,23521.515,24243.970,1789131980534.596,2026-09-11T17:06:20.534596+04:00,80.9
848,1723,14933015200000,9992.0,1.00,23535.409,24257.864,1789131980548.490,2026-09-11T17:06:20.548490+04:00,81.0
849,1727,14933070773000,9992.0,1.00,23590.982,24313.437,1789131980604.063,2026-09-11T17:06:20.604063+04:00,81.0
850,1728,14933084666000,9992.0,1.00,23604.875,24327.330,1789131980617.956,2026-09-11T17:06:20.617956+04:00,81.0
851,1729,14933098560000,9992.0,1.00,23618.769,24341.224,1789131980631.850,2026-09-11T17:06:20.631850+04:00,81.0
852,1733,14933154136000,9992.0,1.00,23674.345,24396.800,1789131980687.426,2026-09-11T17:06:20.687426+04:00,81.1
853,1734,14933168026000,9992.0,1.00,23688.235,24410.690,1789131980701.316,2026-09-11T17:06:20.701316+04:00,81.1
854,1735,14933181921000,9992.0,1.00,23702.130,24424.585,1789131980715.211,2026-09-11T17:06:20.715211+04:00,81.1
855,1739,14933237492000,9992.0,1.00,23757.701,24480.156,1789131980770.782,2026-09-11T17:06:20.770782+04:00,81.1
856,1740,14933251386000,9992.0,1.00,23771.595,24494.050,1789131980784.676,2026-09-11T17:06:20.784676+04:00,81.2
857,1741,14933265282000,9992.0,1.00,23785.491,24507.946,1789131980798.572,2026-09-11T17:06:20.798572+04:00,81.2
858,1745,14933320853000,9992.0,1.00,23841.062,24563.517,1789131980854.143,2026-09-11T17:06:20.854143+04:00,81.3
859,1746,14933334748000,9992.0,1.00,23854.957,24577.412,1789131980868.038,2026-09-11T17:06:20.868038+04:00,81.3
860,1747,14933348642000,9992.0,1.00,23868.851,24591.306,1789131980881.932,2026-09-11T17:06:20.881932+04:00,81.4
861,1751,14933404214000,9992.0,1.00,23924.423,24646.878,1789131980937.504,2026-09-11T17:06:20.937504+04:00,81.5
862,1752,14933418108000,9992.0,1.00,23938.317,24660.772,1789131980951.398,2026-09-11T17:06:20.951398+04:00,81.5
863,1753,14933432004000,9992.0,1.00,23952.213,24674.668,1789131980965.294,2026-09-11T17:06:20.965294+04:00,81.5
864,1757,14933487575000,9992.0,1.00,24007.784,24730.239,1789131981020.865,2026-09-11T17:06:21.020865+04:00,81.6
865,1758,14933501468000,9992.0,1.00,24021.677,24744.132,1789131981034.758,2026-09-11T17:06:21.034758+04:00,81.6
866,1759,14933515361000,9992.0,1.00,24035.570,24758.025,1789131981048.651,2026-09-11T17:06:21.048651+04:00,81.6
867,1763,14933570937000,9992.0,1.00,24091.146,24813.601,1789131981104.227,2026-09-11T17:06:21.104227+04:00,81.6
868,1764,14933584830000,9992.0,1.00,24105.039,24827.494,1789131981118.120,2026-09-11T17:06:21.118120+04:00,81.6
869,1765,14933598722000,9992.0,1.00,24118.931,24841.386,1789131981132.012,2026-09-11T17:06:21.132012+04:00,81.6
870,1769,14933654296000,9992.0,1.00,24174.505,24896.960,1789131981187.586,2026-09-11T17:06:21.187586+04:00,81.7
871,1770,14933668189000,9992.0,1.00,24188.398,24910.853,1789131981201.479,2026-09-11T17:06:21.201479+04:00,81.7
872,1771,14933682082000,9992.0,1.00,24202.291,24924.746,1789131981215.372,2026-09-11T17:06:21.215372+04:00,81.7
873,1775,14933737656000,9992.0,1.00,24257.865,24980.320,1789131981270.946,2026-09-11T17:06:21.270946+04:00,81.8
874,1776,14933751549000,9992.0,1.00,24271.758,24994.213,1789131981284.839,2026-09-11T17:06:21.284839+04:00,81.8
875,1777,14933765443000,9992.0,1.00,24285.652,25008.107,1789131981298.733,2026-09-11T17:06:21.298733+04:00,81.8
876,1781,14933821016000,9992.0,1.00,24341.225,25063.680,1789131981354.306,2026-09-11T17:06:21.354306+04:00,81.8
877,1782,14933834910000,9992.0,1.00,24355.119,25077.574,1789131981368.200,2026-09-11T17:06:21.368200+04:00,81.8
878,1783,14933848804000,9992.0,1.00,24369.013,25091.468,1789131981382.094,2026-09-11T17:06:21.382094+04:00,81.8
