output_frame_index,sensor_frame_index,sensor_timestamp,actual_exposure_us,analogue_gain,pts_ms,elapsed_ms,frame_unix_ms,frame_time_iso8601,mean_luma
3328,6684,15001940367000,9992.0,1.00,92460.576,93183.031,1789132049473.657,2026-09-11T17:07:29.473657+04:00,82.7
3329,6685,15001954261000,9992.0,1.00,92474.470,93196.925,1789132049487.551,2026-09-11T17:07:29.487551+04:00,82.8
3330,6689,15002009837000,9992.0,1.00,92530.046,93252.501,1789132049543.127,2026-09-11T17:07:29.543127+04:00,82.9
3331,6690,15002023728000,9992.0,1.00,92543.937,93266.392,1789132049557.018,2026-09-11T17:07:29.557018+04:00,83.1
3332,6691,15002037621000,9992.0,1.00,92557.830,93280.285,1789132049570.911,2026-09-11T17:07:29.570911+04:00,83.3
3333,6695,15002093198000,9992.0,1.00,92613.407,93335.862,1789132049626.488,2026-09-11T17:07:29.626488+04:00,83.6
3334,6696,15002107089000,9992.0,1.00,92627.298,93349.753,1789132049640.379,2026-09-11T17:07:29.640379+04:00,83.4
3335,6697,15002120981000,9992.0,1.00,92641.190,93363.645,1789132049654.271,2026-09-11T17:07:29.654271+04:00,83.3
3336,6701,15002176556000,9992.0,1.00,92696.765,93419.220,1789132049709.846,2026-09-11T17:07:29.709846+04:00,82.7
3337,6702,15002190449000,9992.0,1.00,92710.658,93433.113,1789132049723.739,2026-09-11T17:07:29.723739+04:00,82.7
3338,6703,15002204342000,9992.0,1.00,92724.551,93447.006,1789132049737.632,2026-09-11T17:07:29.737632+04:00,82.7
3339,6707,15002259917000,9992.0,1.00,92780.126,93502.581,1789132049793.207,2026-09-11T17:07:29.793207+04:00,83.0
3340,6708,15002273810000,9992.0,1.00,92794.019,93516.474,1789132049807.100,2026-09-11T17:07:29.807100+04:00,83.1
3341,6709,15002287705000,9992.0,1.00,92807.914,93530.369,1789132049820.995,2026-09-11T17:07:29.820995+04:00,83.1
3342,6713,15002343278000,9992.0,1.00,92863.487,93585.942,1789132049876.568,2026-09-11T17:07:29.876568+04:00,83.4
3343,6714,15002357171000,9992.0,1.00,92877.380,93599.835,1789132049890.461,2026-09-11T17:07:29.890461+04:00,83.5
3344,6715,15002371075000,9992.0,1.00,92891.284,93613.739,1789132049904.365,2026-09-11T17:07:29.904365+04:00,83.6
3345,6719,15002426642000,9992.0,1.00,92946.851,93669.306,1789132049959.932,2026-09-11T17:07:29.959932+04:00,83.8
3346,6720,15002440530000,9992.0,1.00,92960.739,93683.194,1789132049973.820,2026-09-11T17:07:29.973820+04:00,83.8
3347,6721,15002454422000,9992.0,1.00,92974.631,93697.086,1789132049987.712,2026-09-11T17:07:29.987712+04:00,83.8
3348,6725,15002510001000,9992.0,1.00,93030.210,93752.665,1789132050043.291,2026-09-11T17:07:30.043291+04:00,83.6
3349,6726,15002523891000,9992.0,1.00,93044.100,93766.555,1789132050057.181,2026-09-11T17:07:30.057181+04:00,83.6
3350,6727,15002537784000,9992.0,1.00,93057.993,93780.448,1789132050071.074,2026-09-11T17:07:30.071074+04:00,83.6
3351,6731,15002593361000,9992.0,1.00,93113.570,93836.025,1789132050126.651,2026-09-11T17:07:30.126651+04:00,83.7
3352,6732,15002607252000,9992.0,1.00,93127.461,93849.916,1789132050140.542,2026-09-11T17:07:30.140542+04:00,83.7
3353,6733,15002621145000,9992.0,1.00,93141.354,93863.809,1789132050154.435,2026-09-11T17:07:30.154435+04:00,83.8
3354,6737,15002676719000,9992.0,1.00,93196.928,93919.383,1789132050210.009,2026-09-11T17:07:30.210009+04:00,84.1
3355,6738,15002690611000,9992.0,1.00,93210.820,93933.275,1789132050223.901,2026-09-11T17:07:30.223901+04:00,84.2
3356,6739,15002704505000,9992.0,1.00,93224.714,93947.169,1789132050237.795,2026-09-11T17:07:30.237795+04:00,84.4
3357,6743,15002760079000,9992.0,1.00,93280.288,94002.743,1789132050293.369,2026-09-11T17:07:30.293369+04:00,84.2
3358,6744,15002773973000,9992.0,1.00,93294.182,94016.637,1789132050307.263,2026-09-11T17:07:30.307263+04:00,84.1
3359,6745,15002787868000,9992.0,1.00,93308.077,94030.532,1789132050321.158,2026-09-11T17:07:30.321158+04:00,84.1
3360,6749,15002843443000,9992.0,1.00,93363.652,94086.107,1789132050376.733,2026-09-11T17:07:30.376733+04:00,84.0
3361,6750,15002857333000,9992.0,1.00,93377.542,94099.997,1789132050390.623,2026-09-11T17:07:30.390623+04:00,84.1
3362,6751,15002871226000,9992.0,1.00,93391.435,94113.890,1789132050404.516,2026-09-11T17:07:30.404516+04:00,84.1
3363,6755,15002926803000,9992.0,1.00,93447.012,94169.467,1789132050460.093,2026-09-11T17:07:30.460093+04:00,84.0
3364,6756,15002940694000,9992.0,1.00,93460.903,94183.358,1789132050473.984,2026-09-11T17:07:30.473984+04:00,83.7
3365,6757,15002954585000,9992.0,1.00,93474.794,94197.249,1789132050487.875,2026-09-11T17:07:30.487875+04:00,83.5
3366,6761,15003010161000,9992.0,1.00,93530.370,94252.825,1789132050543.451,2026-09-11T17:07:30.543451+04:00,82.8
3367,6762,15003024053000,9992.0,1.00,93544.262,94266.717,1789132050557.343,2026-09-11T17:07:30.557343+04:00,82.7
3368,6763,15003037946000,9992.0,1.00,93558.155,94280.610,1789132050571.236,2026-09-11T17:07:30.571236+04:00,82.7
3369,6767,15003093522000,9992.0,1.00,93613.731,94336.186,1789132050626.812,2026-09-11T17:07:30.626812+04:00,82.4
3370,6768,15003107415000,9992.0,1.00,93627.624,94350.079,1789132050640.705,2026-09-11T17:07:30.640705+04:00,82.4
3371,6769,15003121306000,9992.0,1.00,93641.515,94363.970,1789132050654.596,2026-09-11T17:07:30.654596+04:00,82.4
3372,6773,15003176883000,9992.0,1.00,93697.092,94419.547,1789132050710.173,2026-09-11T17:07:30.710173+04:00,82.7
3373,6774,15003190777000,9992.0,1.00,93710.986,94433.441,1789132050724.067,2026-09-11T17:07:30.724067+04:00,82.7
3374,6775,15003204668000,9992.0,1.00,93724.877,94447.332,1789132050737.958,2026-09-11T17:07:30.737958+04:00,82.7
3375,6779,15003260241000,9992.0,1.00,93780.450,94502.905,1789132050793.531,2026-09-11T17:07:30.793531+04:00,83.0
3376,6780,15003274135000,9992.0,1.00,93794.344,94516.799,1789132050807.425,2026-09-11T17:07:30.807425+04:00,83.1
3377,6781,15003288034000,9992.0,1.00,93808.243,94530.698,1789132050821.324,2026-09-11T17:07:30.821324+04:00,83.2
3378,6785,15003343605000,9992.0,1.00,93863.814,94586.269,1789132050876.895,2026-09-11T17:07:30.876895+04:00,83.2
3379,6786,15003357495000,9992.0,1.00,93877.704,94600.159,1789132050890.785,2026-09-11T17:07:30.890785+04:00,83.2
3380,6787,15003371387000,9992.0,1.00,93891.596,94614.051,1789132050904.677,2026-09-11T17:07:30.904677+04:00,83.3
3381,6791,15003426966000,9992.0,1.00,93947.175,94669.630,1789132050960.256,2026-09-11T17:07:30.960256+04:00,83.5
3382,6792,15003440856000,9992.0,1.00,93961.065,94683.520,1789132050974.146,2026-09-11T17:07:30.974146+04:00,83.3
3383,6793,15003454748000,9992.0,1.00,93974.957,94697.412,1789132050988.038,2026-09-11T17:07:30.988038+04:00,83.2
3384,6797,15003510326000,9992.0,1.00,94030.535,94752.990,1789132051043.616,2026-09-11T17:07:31.043616+04:00,83.2
3385,6798,15003524216000,9992.0,1.00,94044.425,94766.880,1789132051057.506,2026-09-11T17:07:31.057506+04:00,83.1
3386,6799,15003538112000,9992.0,1.00,94058.321,94780.776,1789132051071.402,2026-09-11T17:07:31.071402+04:00,83.1
3387,6803,15003593686000,9992.0,1.00,94113.895,94836.350,1789132051126.976,2026-09-11T17:07:31.126976+04:00,82.8
3388,6804,15003607576000,9992.0,1.00,94127.785,94850.240,1789132051140.866,2026-09-11T17:07:31.140866+04:00,82.8
3389,6805,15003621470000,9992.0,1.00,94141.679,94864.134,1789132051154.760,2026-09-11T17:07:31.154760+04:00,82.7
3390,6809,15003677044000,9992.0,1.00,94197.253,94919.708,1789132051210.334,2026-09-11T17:07:31.210334+04:00,82.6
3391,6810,15003690937000,9992.0,1.00,94211.146,94933.601,1789132051224.227,2026-09-11T17:07:31.224227+04:00,82.6
3392,6811,15003704831000,9992.0,1.00,94225.040,94947.495,1789132051238.121,2026-09-11T17:07:31.238121+04:00,82.6
3393,6815,15003760404000,9992.0,1.00,94280.613,95003.068,1789132051293.694,2026-09-11T17:07:31.293694+04:00,82.5
3394,6816,15003774297000,9992.0,1.00,94294.506,95016.961,1789132051307.587,2026-09-11T17:07:31.307587+04:00,82.4
3395,6817,15003788191000,9992.0,1.00,94308.400,95030.855,1789132051321.481,2026-09-11T17:07:31.321481+04:00,82.4
3396,6821,15003843769000,9992.0,1.00,94363.978,95086.433,1789132051377.059,2026-09-11T17:07:31.377059+04:00,82.4
3397,6822,15003857656000,9992.0,1.00,94377.865,95100.320,1789132051390.946,2026-09-11T17:07:31.390946+04:00,82.4
3398,6823,15003871550000,9992.0,1.00,94391.759,95114.214,1789132051404.840,2026-09-11T17:07:31.404840+04:00,82.3
3399,6827,15003927129000,9992.0,1.00,94447.338,95169.793,1789132051460.419,2026-09-11T17:07:31.460419+04:00,82.3
3400,6828,15003941019000,9992.0,1.00,94461.228,95183.683,1789132051474.309,2026-09-11T17:07:31.474309+04:00,82.2
3401,6829,15003954911000,9992.0,1.00,94475.120,95197.575,1789132051488.201,2026-09-11T17:07:31.488201+04:00,82.2
3402,6833,15004010489000,9992.0,1.00,94530.698,95253.153,1789132051543.779,2026-09-11T17:07:31.543779+04:00,81.8
3403,6834,15004024379000,9992.0,1.00,94544.588,95267.043,1789132051557.669,2026-09-11T17:07:31.557669+04:00,81.7
3404,6835,15004038271000,9992.0,1.00,94558.480,95280.935,1789132051571.561,2026-09-11T17:07:31.571561+04:00,81.6
3405,6839,15004093849000,9992.0,1.00,94614.058,95336.513,1789132051627.139,2026-09-11T17:07:31.627139+04:00,81.2
3406,6840,15004107739000,9992.0,1.00,94627.948,95350.403,1789132051641.029,2026-09-11T17:07:31.641029+04:00,81.1
3407,6841,15004121632000,9992.0,1.00,94641.841,95364.296,1789132051654.922,2026-09-11T17:07:31.654922+04:00,81.1
3408,6845,15004177209000,9992.0,1.00,94697.418,95419.873,1789132051710.499,2026-09-11T17:07:31.710499+04:00,81.1
3409,6846,15004191099000,9992.0,1.00,94711.308,95433.763,1789132051724.389,2026-09-11T17:07:31.724389+04:00,81.1
3410,6847,15004204992000,9992.0,1.00,94725.201,95447.656,1789132051738.282,2026-09-11T17:07:31.738282+04:00,81.2
3411,6851,15004260567000,9992.0,1.00,94780.776,95503.231,1789132051793.857,2026-09-11T17:07:31.793857+04:00,81.5
3412,6852,15004274460000,9992.0,1.00,94794.669,95517.124,1789132051807.750,2026-09-11T17:07:31.807750+04:00,81.6
3413,6853,15004288351000,9992.0,1.00,94808.560,95531.015,1789132051821.641,2026-09-11T17:07:31.821641+04:00,81.8
3414,6857,15004343930000,9992.0,1.00,94864.139,95586.594,1789132051877.220,2026-09-11T17:07:31.877220+04:00,82.3
3415,6858,15004357820000,9992.0,1.00,94878.029,95600.484,1789132051891.110,2026-09-11T17:07:31.891110+04:00,82.4
3416,6859,15004371714000,9992.0,1.00,94891.923,95614.378,1789132051905.004,2026-09-11T17:07:31.905004+04:00,82.6
3417,6863,15004427291000,9992.0,1.00,94947.500,95669.955,1789132051960.581,2026-09-11T17:07:31.960581+04:00,83.0
3418,6864,15004441180000,9992.0,1.00,94961.389,95683.844,1789132051974.470,2026-09-11T17:07:31.974470+04:00,83.1
3419,6865,15004455074000,9992.0,1.00,94975.283,95697.738,1789132051988.364,2026-09-11T17:07:31.988364+04:00,83.1
3420,6869,15004510651000,9992.0,1.00,95030.860,95753.315,1789132052043.941,2026-09-11T17:07:32.043941+04:00,83.2
3421,6870,15004524542000,9992.0,1.00,95044.751,95767.206,1789132052057.832,2026-09-11T17:07:32.057832+04:00,83.2
3422,6871,15004538434000,9992.0,1.00,95058.643,95781.098,1789132052071.724,2026-09-11T17:07:32.071724+04:00,83.2
3423,6875,15004594012000,9992.0,1.00,95114.221,95836.676,1789132052127.302,2026-09-11T17:07:32.127302+04:00,83.1
3424,6876,15004607901000,9992.0,1.00,95128.110,95850.565,1789132052141.191,2026-09-11T17:07:32.141191+04:00,83.0
3425,6877,15004621796000,9992.0,1.00,95142.005,95864.460,1789132052155.086,2026-09-11T17:07:32.155086+04:00,83.0
3426,6881,15004677371000,9992.0,1.00,95197.580,95920.035,1789132052210.661,2026-09-11T17:07:32.210661+04:00,82.7
3427,6882,15004691261000,9992.0,1.00,95211.470,95933.925,1789132052224.551,2026-09-11T17:07:32.224551+04:00,82.7
3428,6883,15004705156000,9992.0,1.00,95225.365,95947.820,1789132052238.446,2026-09-11T17:07:32.238446+04:00,82.7
3429,6887,15004760729000,9992.0,1.00,95280.938,96003.393,1789132052294.019,2026-09-11T17:07:32.294019+04:00,82.5
3430,6888,15004774622000,9992.0,1.00,95294.831,96017.286,1789132052307.912,2026-09-11T17:07:32.307912+04:00,82.4
3431,6889,15004788518000,9992.0,1.00,95308.727,96031.182,1789132052321.808,2026-09-11T17:07:32.321808+04:00,82.3
3432,6893,15004844089000,9992.0,1.00,95364.298,96086.753,1789132052377.379,2026-09-11T17:07:32.377379+04:00,82.0
3433,6894,15004857982000,9992.0,1.00,95378.191,96100.646,1789132052391.272,2026-09-11T17:07:32.391272+04:00,81.9
3434,6895,15004871880000,9992.0,1.00,95392.089,96114.544,1789132052405.170,2026-09-11T17:07:32.405170+04:00,81.9
3435,6899,15004927450000,9992.0,1.00,95447.659,96170.114,1789132052460.740,2026-09-11T17:07:32.460740+04:00,81.8
3436,6900,15004941344000,9992.0,1.00,95461.553,96184.008,1789132052474.634,2026-09-11T17:07:32.474634+04:00,81.8
3437,6901,15004955235000,9992.0,1.00,95475.444,96197.899,1789132052488.525,2026-09-11T17:07:32.488525+04:00,81.7
3438,6905,15005010814000,9992.0,1.00,95531.023,96253.478,1789132052544.104,2026-09-11T17:07:32.544104+04:00,81.4
3439,6906,15005024704000,9992.0,1.00,95544.913,96267.368,1789132052557.994,2026-09-11T17:07:32.557994+04:00,81.4
3440,6907,15005038599000,9992.0,1.00,95558.808,96281.263,1789132052571.889,2026-09-11T17:07:32.571889+04:00,81.4
3441,6911,15005094174000,9992.0,1.00,95614.383,96336.838,1789132052627.464,2026-09-11T17:07:32.627464+04:00,81.4
3442,6912,15005108064000,9992.0,1.00,95628.273,96350.728,1789132052641.354,2026-09-11T17:07:32.641354+04:00,81.4
3443,6913,15005121957000,9992.0,1.00,95642.166,96364.621,1789132052655.247,2026-09-11T17:07:32.655247+04:00,81.4
3444,6917,15005177534000,9992.0,1.00,95697.743,96420.198,1789132052710.824,2026-09-11T17:07:32.710824+04:00,81.7
3445,6918,15005191424000,9992.0,1.00,95711.633,96434.088,1789132052724.714,2026-09-11T17:07:32.724714+04:00,81.7
3446,6919,15005205319000,9992.0,1.00,95725.528,96447.983,1789132052738.609,2026-09-11T17:07:32.738609+04:00,81.8
3447,6923,15005260892000,9992.0,1.00,95781.101,96503.556,1789132052794.182,2026-09-11T17:07:32.794182+04:00,81.9
3448,6924,15005274787000,9992.0,1.00,95794.996,96517.451,1789132052808.077,2026-09-11T17:07:32.808077+04:00,81.9
3449,6925,15005288678000,9992.0,1.00,95808.887,96531.342,1789132052821.968,2026-09-11T17:07:32.821968+04:00,81.9
3450,6929,15005344249000,9992.0,1.00,95864.458,96586.913,1789132052877.539,2026-09-11T17:07:32.877539+04:00,82.0
3451,6930,15005358143000,9992.0,1.00,95878.352,96600.807,1789132052891.433,2026-09-11T17:07:32.891433+04:00,82.0
3452,6931,15005372039000,9992.0,1.00,95892.248,96614.703,1789132052905.329,2026-09-11T17:07:32.905329+04:00,82.0
3453,6935,15005427616000,9992.0,1.00,95947.825,96670.280,1789132052960.906,2026-09-11T17:07:32.960906+04:00,81.9
3454,6936,15005441506000,9992.0,1.00,95961.715,96684.170,1789132052974.796,2026-09-11T17:07:32.974796+04:00,81.9
3455,6937,15005455401000,9992.0,1.00,95975.610,96698.065,1789132052988.691,2026-09-11T17:07:32.988691+04:00,81.9
3456,6941,15005510973000,9992.0,1.00,96031.182,96753.637,1789132053044.263,2026-09-11T17:07:33.044263+04:00,82.0
3457,6942,15005524866000,9992.0,1.00,96045.075,96767.530,1789132053058.156,2026-09-11T17:07:33.058156+04:00,82.0
3458,6943,15005538758000,9992.0,1.00,96058.967,96781.422,1789132053072.048,2026-09-11T17:07:33.072048+04:00,82.1
3459,6947,15005594335000,9992.0,1.00,96114.544,96836.999,1789132053127.625,2026-09-11T17:07:33.127625+04:00,82.1
3460,6948,15005608226000,9992.0,1.00,96128.435,96850.890,1789132053141.516,2026-09-11T17:07:33.141516+04:00,82.2
3461,6949,15005622119000,9992.0,1.00,96142.328,96864.783,1789132053155.409,2026-09-11T17:07:33.155409+04:00,82.2
3462,6953,15005677694000,9992.0,1.00,96197.903,96920.358,1789132053210.984,2026-09-11T17:07:33.210984+04:00,82.3
3463,6954,15005691586000,9992.0,1.00,96211.795,96934.250,1789132053224.876,2026-09-11T17:07:33.224876+04:00,82.4
3464,6955,15005705479000,9992.0,1.00,96225.688,96948.143,1789132053238.769,2026-09-11T17:07:33.238769+04:00,82.4
3465,6959,15005761054000,9992.0,1.00,96281.263,97003.718,1789132053294.344,2026-09-11T17:07:33.294344+04:00,82.5
3466,6960,15005774946000,9992.0,1.00,96295.155,97017.610,1789132053308.236,2026-09-11T17:07:33.308236+04:00,82.5
3467,6961,15005788839000,9992.0,1.00,96309.048,97031.503,1789132053322.129,2026-09-11T17:07:33.322129+04:00,82.6
3468,6965,15005844415000,9992.0,1.00,96364.624,97087.079,1789132053377.705,2026-09-11T17:07:33.377705+04:00,82.4
3469,6966,15005858310000,9992.0,1.00,96378.519,97100.974,1789132053391.600,2026-09-11T17:07:33.391600+04:00,82.4
3470,6967,15005872199000,9992.0,1.00,96392.408,97114.863,1789132053405.489,2026-09-11T17:07:33.405489+04:00,82.3
3471,6971,15005927778000,9992.0,1.00,96447.987,97170.442,1789132053461.068,2026-09-11T17:07:33.461068+04:00,82.2
3472,6972,15005941668000,9992.0,1.00,96461.877,97184.332,1789132053474.958,2026-09-11T17:07:33.474958+04:00,82.1
3473,6973,15005955560000,9992.0,1.00,96475.769,97198.224,1789132053488.850,2026-09-11T17:07:33.488850+04:00,82.1
3474,6977,15006011139000,9992.0,1.00,96531.348,97253.803,1789132053544.429,2026-09-11T17:07:33.544429+04:00,82.3
3475,6978,15006025028000,9992.0,1.00,96545.237,97267.692,1789132053558.318,2026-09-11T17:07:33.558318+04:00,82.4
3476,6979,15006038921000,9992.0,1.00,96559.130,97281.585,1789132053572.211,2026-09-11T17:07:33.572211+04:00,82.4
3477,6983,15006094497000,9992.0,1.00,96614.706,97337.161,1789132053627.787,2026-09-11T17:07:33.627787+04:00,82.5
3478,6984,15006108388000,9992.0,1.00,96628.597,97351.052,1789132053641.678,2026-09-11T17:07:33.641678+04:00,82.5
3479,6985,15006122281000,9992.0,1.00,96642.490,97364.945,1789132053655.571,2026-09-11T17:07:33.655571+04:00,82.5
3480,6989,15006177856000,9992.0,1.00,96698.065,97420.520,1789132053711.146,2026-09-11T17:07:33.711146+04:00,82.5
3481,6990,15006191753000,9992.0,1.00,96711.962,97434.417,1789132053725.043,2026-09-11T17:07:33.725043+04:00,82.6
3482,6991,15006205643000,9992.0,1.00,96725.852,97448.307,1789132053738.933,2026-09-11T17:07:33.738933+04:00,82.6
3483,6995,15006261217000,9992.0,1.00,96781.426,97503.881,1789132053794.507,2026-09-11T17:07:33.794507+04:00,82.6
3484,6996,15006275110000,9992.0,1.00,96795.319,97517.774,1789132053808.400,2026-09-11T17:07:33.808400+04:00,82.6
3485,6997,15006289003000,9992.0,1.00,96809.212,97531.667,1789132053822.293,2026-09-11T17:07:33.822293+04:00,82.6
3486,7001,15006344578000,9992.0,1.00,96864.787,97587.242,1789132053877.868,2026-09-11T17:07:33.877868+04:00,82.6
3487,7002,15006358471000,9992.0,1.00,96878.680,97601.135,1789132053891.761,2026-09-11T17:07:33.891761+04:00,82.6
3488,7003,15006372362000,9992.0,1.00,96892.571,97615.026,1789132053905.652,2026-09-11T17:07:33.905652+04:00,82.5
3489,7007,15006427941000,9992.0,1.00,96948.150,97670.605,1789132053961.231,2026-09-11T17:07:33.961231+04:00,82.5
3490,7008,15006441830000,9992.0,1.00,96962.039,97684.494,1789132053975.120,2026-09-11T17:07:33.975120+04:00,82.5
3491,7009,15006455722000,9992.0,1.00,96975.931,97698.386,1789132053989.012,2026-09-11T17:07:33.989012+04:00,82.5
3492,7013,15006511301000,9992.0,1.00,97031.510,97753.965,1789132054044.591,2026-09-11T17:07:34.044591+04:00,82.6
3493,7014,15006525191000,9992.0,1.00,97045.400,97767.855,1789132054058.481,2026-09-11T17:07:34.058481+04:00,82.6
3494,7015,15006539083000,9992.0,1.00,97059.292,97781.747,1789132054072.373,2026-09-11T17:07:34.072373+04:00,82.6
3495,7019,15006594660000,9992.0,1.00,97114.869,97837.324,1789132054127.950,2026-09-11T17:07:34.127950+04:00,82.6
3496,7020,15006608552000,9992.0,1.00,97128.761,97851.216,1789132054141.842,2026-09-11T17:07:34.141842+04:00,82.6
3497,7021,15006622445000,9992.0,1.00,97142.654,97865.109,1789132054155.735,2026-09-11T17:07:34.155735+04:00,82.6
3498,7025,15006678016000,9992.0,1.00,97198.225,97920.680,1789132054211.306,2026-09-11T17:07:34.211306+04:00,82.7
3499,7026,15006691912000,9992.0,1.00,97212.121,97934.576,1789132054225.202,2026-09-11T17:07:34.225202+04:00,82.7
3500,7027,15006705805000,9992.0,1.00,97226.014,97948.469,1789132054239.095,2026-09-11T17:07:34.239095+04:00,82.7
3501,7031,15006761380000,9992.0,1.00,97281.589,98004.044,1789132054294.670,2026-09-11T17:07:34.294670+04:00,82.8
3502,7032,15006775272000,9992.0,1.00,97295.481,98017.936,1789132054308.562,2026-09-11T17:07:34.308562+04:00,82.9
3503,7033,15006789165000,9992.0,1.00,97309.374,98031.829,1789132054322.455,2026-09-11T17:07:34.322455+04:00,82.9
3504,7037,15006844740000,9992.0,1.00,97364.949,98087.404,1789132054378.030,2026-09-11T17:07:34.378030+04:00,82.9
3505,7038,15006858633000,9992.0,1.00,97378.842,98101.297,1789132054391.923,2026-09-11T17:07:34.391923+04:00,83.0
3506,7039,15006872525000,9992.0,1.00,97392.734,98115.189,1789132054405.815,2026-09-11T17:07:34.405815+04:00,83.0
3507,7043,15006928101000,9992.0,1.00,97448.310,98170.765,1789132054461.391,2026-09-11T17:07:34.461391+04:00,83.1
3508,7044,15006941994000,9992.0,1.00,97462.203,98184.658,1789132054475.284,2026-09-11T17:07:34.475284+04:00,83.1
3509,7045,15006955887000,9992.0,1.00,97476.096,98198.551,1789132054489.177,2026-09-11T17:07:34.489177+04:00,83.0
3510,7049,15007011462000,9992.0,1.00,97531.671,98254.126,1789132054544.752,2026-09-11T17:07:34.544752+04:00,82.9
3511,7050,15007025354000,9992.0,1.00,97545.563,98268.018,1789132054558.644,2026-09-11T17:07:34.558644+04:00,82.9
3512,7051,15007039247000,9992.0,1.00,97559.456,98281.911,1789132054572.537,2026-09-11T17:07:34.572537+04:00,82.9
3513,7055,15007094824000,9992.0,1.00,97615.033,98337.488,1789132054628.114,2026-09-11T17:07:34.628114+04:00,82.8
3514,7056,15007108715000,9992.0,1.00,97628.924,98351.379,1789132054642.005,2026-09-11T17:07:34.642005+04:00,82.8
3515,7057,15007122608000,9992.0,1.00,97642.817,98365.272,1789132054655.898,2026-09-11T17:07:34.655898+04:00,82.7
3516,7061,15007178189000,9992.0,1.00,97698.398,98420.853,1789132054711.479,2026-09-11T17:07:34.711479+04:00,82.6
3517,7062,15007192074000,9992.0,1.00,97712.283,98434.738,1789132054725.364,2026-09-11T17:07:34.725364+04:00,82.6
3518,7063,15007205968000,9992.0,1.00,97726.177,98448.632,1789132054739.258,2026-09-11T17:07:34.739258+04:00,82.6
3519,7067,15007261542000,9992.0,1.00,97781.751,98504.206,1789132054794.832,2026-09-11T17:07:34.794832+04:00,82.6
3520,7068,15007275435000,9992.0,1.00,97795.644,98518.099,1789132054808.725,2026-09-11T17:07:34.808725+04:00,82.6
3521,7069,15007289327000,9992.0,1.00,97809.536,98531.991,1789132054822.617,2026-09-11T17:07:34.822617+04:00,82.6
3522,7073,15007344903000,9992.0,1.00,97865.112,98587.567,1789132054878.193,2026-09-11T17:07:34.878193+04:00,82.7
3523,7074,15007358795000,9992.0,1.00,97879.004,98601.459,1789132054892.085,2026-09-11T17:07:34.892085+04:00,82.7
3524,7075,15007372688000,9992.0,1.00,97892.897,98615.352,1789132054905.978,2026-09-11T17:07:34.905978+04:00,82.7
3525,7079,15007428263000,9992.0,1.00,97948.472,98670.927,1789132054961.553,2026-09-11T17:07:34.961553+04:00,82.7
3526,7080,15007442156000,9992.0,1.00,97962.365,98684.820,1789132054975.446,2026-09-11T17:07:34.975446+04:00,82.7
3527,7081,15007456050000,9992.0,1.00,97976.259,98698.714,1789132054989.340,2026-09-11T17:07:34.989340+04:00,82.7
3528,7085,15007511627000,9992.0,1.00,98031.836,98754.291,1789132055044.917,2026-09-11T17:07:35.044917+04:00,82.6
3529,7086,15007525516000,9992.0,1.00,98045.725,98768.180,1789132055058.806,2026-09-11T17:07:35.058806+04:00,82.6
3530,7087,15007539409000,9992.0,1.00,98059.618,98782.073,1789132055072.699,2026-09-11T17:07:35.072699+04:00,82.6
3531,7091,15007594987000,9992.0,1.00,98115.196,98837.651,1789132055128.277,2026-09-11T17:07:35.128277+04:00,82.4
3532,7092,15007608878000,9992.0,1.00,98129.087,98851.542,1789132055142.168,2026-09-11T17:07:35.142168+04:00,82.4
3533,7093,15007622770000,9992.0,1.00,98142.979,98865.434,1789132055156.060,2026-09-11T17:07:35.156060+04:00,82.3
3534,7097,15007678345000,9992.0,1.00,98198.554,98921.009,1789132055211.635,2026-09-11T17:07:35.211635+04:00,82.5
3535,7098,15007692237000,9992.0,1.00,98212.446,98934.901,1789132055225.527,2026-09-11T17:07:35.225527+04:00,82.4
3536,7099,15007706131000,9992.0,1.00,98226.340,98948.795,1789132055239.421,2026-09-11T17:07:35.239421+04:00,82.3
3537,7103,15007761705000,9992.0,1.00,98281.914,99004.369,1789132055294.995,2026-09-11T17:07:35.294995+04:00,82.3
3538,7104,15007775598000,9992.0,1.00,98295.807,99018.262,1789132055308.888,2026-09-11T17:07:35.308888+04:00,82.3
3539,7105,15007789490000,9992.0,1.00,98309.699,99032.154,1789132055322.780,2026-09-11T17:07:35.322780+04:00,82.3
3540,7109,15007845065000,9992.0,1.00,98365.274,99087.729,1789132055378.355,2026-09-11T17:07:35.378355+04:00,82.4
3541,7110,15007858957000,9992.0,1.00,98379.166,99101.621,1789132055392.247,2026-09-11T17:07:35.392247+04:00,82.5
3542,7111,15007872850000,9992.0,1.00,98393.059,99115.514,1789132055406.140,2026-09-11T17:07:35.406140+04:00,82.6
3543,7115,15007928426000,9992.0,1.00,98448.635,99171.090,1789132055461.716,2026-09-11T17:07:35.461716+04:00,83.0
3544,7116,15007942319000,9992.0,1.00,98462.528,99184.983,1789132055475.609,2026-09-11T17:07:35.475609+04:00,82.9
3545,7117,15007956212000,9992.0,1.00,98476.421,99198.876,1789132055489.502,2026-09-11T17:07:35.489502+04:00,82.9
3546,7121,15008011789000,9992.0,1.00,98531.998,99254.453,1789132055545.079,2026-09-11T17:07:35.545079+04:00,82.7
3547,7122,15008025679000,9992.0,1.00,98545.888,99268.343,1789132055558.969,2026-09-11T17:07:35.558969+04:00,82.6
