sensor_frame_index,sensor_timestamp,actual_exposure_us,requested_exposure_us,analogue_gain,stream,output_frame_index,pts_ms,elapsed_ms,frame_unix_ms,recording_start_iso8601,frame_time_iso8601,mean_luma
8189,15022849942000,9992.0,10000,1.00,A,4080,114092.606,114092.606,1789132070383.232,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.383232+04:00,86.5
8190,15022863835000,9992.0,10000,1.00,A,4081,114106.499,114106.499,1789132070397.125,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.397125+04:00,86.6
8191,15022877728000,9992.0,10000,1.00,A,4082,114120.392,114120.392,1789132070411.018,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.411018+04:00,86.6
8192,15022891623000,994.0,1000,1.00,B,4080,114134.287,114134.287,1789132070424.913,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.424913+04:00,15.8
8193,15022905515000,994.0,1000,1.00,B,4081,114148.179,114148.179,1789132070438.805,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.438805+04:00,15.8
8194,15022919409000,994.0,1000,1.00,B,4082,114162.073,114162.073,1789132070452.699,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.452699+04:00,15.8
8195,15022933302000,9992.0,10000,1.00,A,4083,114175.966,114175.966,1789132070466.592,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.466592+04:00,86.6
8196,15022947195000,9992.0,10000,1.00,A,4084,114189.859,114189.859,1789132070480.485,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.480485+04:00,86.6
8197,15022961088000,9992.0,10000,1.00,A,4085,114203.752,114203.752,1789132070494.378,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.494378+04:00,86.6
8198,15022974982000,994.0,1000,1.00,B,4083,114217.646,114217.646,1789132070508.272,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.508272+04:00,15.8
8199,15022988876000,994.0,1000,1.00,B,4084,114231.540,114231.540,1789132070522.166,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.522166+04:00,15.8
8200,15023002769000,994.0,1000,1.00,B,4085,114245.433,114245.433,1789132070536.059,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.536059+04:00,15.8
8201,15023016662000,9992.0,10000,1.00,A,4086,114259.326,114259.326,1789132070549.952,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.549952+04:00,86.7
8202,15023030555000,9992.0,10000,1.00,A,4087,114273.219,114273.219,1789132070563.845,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.563845+04:00,86.7
8203,15023044448000,9992.0,10000,1.00,A,4088,114287.112,114287.112,1789132070577.738,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.577738+04:00,86.7
8204,15023058342000,994.0,1000,1.00,B,4086,114301.006,114301.006,1789132070591.632,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.591632+04:00,15.8
8205,15023072235000,994.0,1000,1.00,B,4087,114314.899,114314.899,1789132070605.525,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.605525+04:00,15.8
8206,15023086129000,994.0,1000,1.00,B,4088,114328.793,114328.793,1789132070619.419,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.619419+04:00,15.8
8207,15023100025000,9992.0,10000,1.00,A,4089,114342.689,114342.689,1789132070633.315,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.633315+04:00,86.7
8208,15023113920000,9992.0,10000,1.00,A,4090,114356.584,114356.584,1789132070647.210,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.647210+04:00,86.7
8209,15023127808000,9992.0,10000,1.00,A,4091,114370.472,114370.472,1789132070661.098,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.661098+04:00,86.7
8210,15023141703000,994.0,1000,1.00,B,4089,114384.367,114384.367,1789132070674.993,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.674993+04:00,15.8
8211,15023155597000,994.0,1000,1.00,B,4090,114398.261,114398.261,1789132070688.887,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.688887+04:00,15.8
8212,15023169489000,994.0,1000,1.00,B,4091,114412.153,114412.153,1789132070702.779,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.702779+04:00,15.8
8213,15023183384000,9992.0,10000,1.00,A,4092,114426.048,114426.048,1789132070716.674,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.716674+04:00,86.7
8214,15023197279000,9992.0,10000,1.00,A,4093,114439.943,114439.943,1789132070730.569,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.730569+04:00,86.7
8215,15023211169000,9992.0,10000,1.00,A,4094,114453.833,114453.833,1789132070744.459,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.744459+04:00,86.7
8216,15023225063000,994.0,1000,1.00,B,4092,114467.727,114467.727,1789132070758.353,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.758353+04:00,15.8
8217,15023238957000,994.0,1000,1.00,B,4093,114481.621,114481.621,1789132070772.247,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.772247+04:00,15.8
8218,15023252850000,994.0,1000,1.00,B,4094,114495.514,114495.514,1789132070786.140,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.786140+04:00,15.8
8219,15023266746000,9992.0,10000,1.00,A,4095,114509.410,114509.410,1789132070800.036,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.800036+04:00,86.7
8220,15023280636000,9992.0,10000,1.00,A,4096,114523.300,114523.300,1789132070813.926,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.813926+04:00,86.7
8221,15023294530000,9992.0,10000,1.00,A,4097,114537.194,114537.194,1789132070827.820,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.827820+04:00,86.7
8222,15023308426000,994.0,1000,1.00,B,4095,114551.090,114551.090,1789132070841.716,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.841716+04:00,15.8
8223,15023322316000,994.0,1000,1.00,B,4096,114564.980,114564.980,1789132070855.606,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.855606+04:00,15.8
8224,15023336210000,994.0,1000,1.00,B,4097,114578.874,114578.874,1789132070869.500,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.869500+04:00,15.8
8225,15023350106000,9992.0,10000,1.00,A,4098,114592.770,114592.770,1789132070883.396,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.883396+04:00,86.7
8226,15023363997000,9992.0,10000,1.00,A,4099,114606.661,114606.661,1789132070897.287,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.897287+04:00,86.7
8227,15023377890000,9992.0,10000,1.00,A,4100,114620.554,114620.554,1789132070911.180,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.911180+04:00,86.7
8228,15023391786000,994.0,1000,1.00,B,4098,114634.450,114634.450,1789132070925.076,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.925076+04:00,15.8
8229,15023405677000,994.0,1000,1.00,B,4099,114648.341,114648.341,1789132070938.967,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.938967+04:00,15.8
8230,15023419571000,994.0,1000,1.00,B,4100,114662.235,114662.235,1789132070952.861,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.952861+04:00,15.8
8231,15023433472000,9992.0,10000,1.00,A,4101,114676.136,114676.136,1789132070966.762,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.966762+04:00,86.7
8232,15023447358000,9992.0,10000,1.00,A,4102,114690.022,114690.022,1789132070980.648,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.980648+04:00,86.7
8233,15023461250000,9992.0,10000,1.00,A,4103,114703.914,114703.914,1789132070994.540,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:50.994540+04:00,86.7
8234,15023475145000,994.0,1000,1.00,B,4101,114717.809,114717.809,1789132071008.435,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.008435+04:00,15.8
8235,15023489039000,994.0,1000,1.00,B,4102,114731.703,114731.703,1789132071022.329,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.022329+04:00,15.8
8236,15023502931000,994.0,1000,1.00,B,4103,114745.595,114745.595,1789132071036.221,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.036221+04:00,15.8
8237,15023516825000,9992.0,10000,1.00,A,4104,114759.489,114759.489,1789132071050.115,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.050115+04:00,86.6
8238,15023530718000,9992.0,10000,1.00,A,4105,114773.382,114773.382,1789132071064.008,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.064008+04:00,86.6
8239,15023544612000,9992.0,10000,1.00,A,4106,114787.276,114787.276,1789132071077.902,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.077902+04:00,86.6
8240,15023558506000,994.0,1000,1.00,B,4104,114801.170,114801.170,1789132071091.796,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.091796+04:00,15.8
8241,15023572398000,994.0,1000,1.00,B,4105,114815.062,114815.062,1789132071105.688,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.105688+04:00,15.8
8242,15023586291000,994.0,1000,1.00,B,4106,114828.955,114828.955,1789132071119.581,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.119581+04:00,15.8
8243,15023600186000,9992.0,10000,1.00,A,4107,114842.850,114842.850,1789132071133.476,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.133476+04:00,86.6
8244,15023614079000,9992.0,10000,1.00,A,4108,114856.743,114856.743,1789132071147.369,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.147369+04:00,86.6
8245,15023627973000,9992.0,10000,1.00,A,4109,114870.637,114870.637,1789132071161.263,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.161263+04:00,86.6
8246,15023641865000,994.0,1000,1.00,B,4107,114884.529,114884.529,1789132071175.155,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.175155+04:00,15.8
8247,15023655759000,994.0,1000,1.00,B,4108,114898.423,114898.423,1789132071189.049,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.189049+04:00,15.8
8248,15023669655000,994.0,1000,1.00,B,4109,114912.319,114912.319,1789132071202.945,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.202945+04:00,15.8
8249,15023683547000,9992.0,10000,1.00,A,4110,114926.211,114926.211,1789132071216.837,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.216837+04:00,86.6
8250,15023697440000,9992.0,10000,1.00,A,4111,114940.104,114940.104,1789132071230.730,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.230730+04:00,86.6
8251,15023711331000,9992.0,10000,1.00,A,4112,114953.995,114953.995,1789132071244.621,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.244621+04:00,86.6
8252,15023725226000,994.0,1000,1.00,B,4110,114967.890,114967.890,1789132071258.516,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.258516+04:00,15.8
8253,15023739119000,994.0,1000,1.00,B,4111,114981.783,114981.783,1789132071272.409,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.272409+04:00,15.8
8254,15023753012000,994.0,1000,1.00,B,4112,114995.676,114995.676,1789132071286.302,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.286302+04:00,15.8
8255,15023766907000,9992.0,10000,1.00,A,4113,115009.571,115009.571,1789132071300.197,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.300197+04:00,86.6
8256,15023780800000,9992.0,10000,1.00,A,4114,115023.464,115023.464,1789132071314.090,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.314090+04:00,86.6
8257,15023794693000,9992.0,10000,1.00,A,4115,115037.357,115037.357,1789132071327.983,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.327983+04:00,86.6
8258,15023808587000,994.0,1000,1.00,B,4113,115051.251,115051.251,1789132071341.877,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.341877+04:00,15.8
8259,15023822479000,994.0,1000,1.00,B,4114,115065.143,115065.143,1789132071355.769,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.355769+04:00,15.8
8260,15023836373000,994.0,1000,1.00,B,4115,115079.037,115079.037,1789132071369.663,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.369663+04:00,15.8
8261,15023850267000,9992.0,10000,1.00,A,4116,115092.931,115092.931,1789132071383.557,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.383557+04:00,86.5
8262,15023864162000,9992.0,10000,1.00,A,4117,115106.826,115106.826,1789132071397.452,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.397452+04:00,86.6
8263,15023878052000,9992.0,10000,1.00,A,4118,115120.716,115120.716,1789132071411.342,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.411342+04:00,86.5
8264,15023891949000,994.0,1000,1.00,B,4116,115134.613,115134.613,1789132071425.239,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.425239+04:00,15.8
8265,15023905843000,994.0,1000,1.00,B,4117,115148.507,115148.507,1789132071439.133,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.439133+04:00,15.8
8266,15023919733000,994.0,1000,1.00,B,4118,115162.397,115162.397,1789132071453.023,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.453023+04:00,15.8
8267,15023933627000,9992.0,10000,1.00,A,4119,115176.291,115176.291,1789132071466.917,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.466917+04:00,86.5
8268,15023947519000,9992.0,10000,1.00,A,4120,115190.183,115190.183,1789132071480.809,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.480809+04:00,86.5
8269,15023961413000,9992.0,10000,1.00,A,4121,115204.077,115204.077,1789132071494.703,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.494703+04:00,86.5
8270,15023975308000,994.0,1000,1.00,B,4119,115217.972,115217.972,1789132071508.598,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.508598+04:00,15.8
8271,15023989202000,994.0,1000,1.00,B,4120,115231.866,115231.866,1789132071522.492,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.522492+04:00,15.8
8272,15024003093000,994.0,1000,1.00,B,4121,115245.757,115245.757,1789132071536.383,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.536383+04:00,15.8
8273,15024016988000,9992.0,10000,1.00,A,4122,115259.652,115259.652,1789132071550.278,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.550278+04:00,86.6
8274,15024030880000,9992.0,10000,1.00,A,4123,115273.544,115273.544,1789132071564.170,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.564170+04:00,86.6
8275,15024044774000,9992.0,10000,1.00,A,4124,115287.438,115287.438,1789132071578.064,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.578064+04:00,86.6
8276,15024058670000,994.0,1000,1.00,B,4122,115301.334,115301.334,1789132071591.960,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.591960+04:00,15.8
8277,15024072560000,994.0,1000,1.00,B,4123,115315.224,115315.224,1789132071605.850,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.605850+04:00,15.8
8278,15024086454000,994.0,1000,1.00,B,4124,115329.118,115329.118,1789132071619.744,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.619744+04:00,15.8
8279,15024100349000,9992.0,10000,1.00,A,4125,115343.013,115343.013,1789132071633.639,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.633639+04:00,86.6
8280,15024114241000,9992.0,10000,1.00,A,4126,115356.905,115356.905,1789132071647.531,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.647531+04:00,86.6
8281,15024128134000,9992.0,10000,1.00,A,4127,115370.798,115370.798,1789132071661.424,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.661424+04:00,86.6
8282,15024142032000,994.0,1000,1.00,B,4125,115384.696,115384.696,1789132071675.322,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.675322+04:00,15.8
8283,15024155920000,994.0,1000,1.00,B,4126,115398.584,115398.584,1789132071689.210,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.689210+04:00,15.8
8284,15024169814000,994.0,1000,1.00,B,4127,115412.478,115412.478,1789132071703.104,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.703104+04:00,15.8
8285,15024183708000,9992.0,10000,1.00,A,4128,115426.372,115426.372,1789132071716.998,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.716998+04:00,86.6
8286,15024197602000,9992.0,10000,1.00,A,4129,115440.266,115440.266,1789132071730.892,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.730892+04:00,86.6
8287,15024211496000,9992.0,10000,1.00,A,4130,115454.160,115454.160,1789132071744.786,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.744786+04:00,86.6
8288,15024225389000,994.0,1000,1.00,B,4128,115468.053,115468.053,1789132071758.679,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.758679+04:00,15.8
8289,15024239281000,994.0,1000,1.00,B,4129,115481.945,115481.945,1789132071772.571,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.772571+04:00,15.8
8290,15024253174000,994.0,1000,1.00,B,4130,115495.838,115495.838,1789132071786.464,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.786464+04:00,15.8
8291,15024267070000,9992.0,10000,1.00,A,4131,115509.734,115509.734,1789132071800.360,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.800360+04:00,86.6
8292,15024280962000,9992.0,10000,1.00,A,4132,115523.626,115523.626,1789132071814.252,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.814252+04:00,86.6
8293,15024294855000,9992.0,10000,1.00,A,4133,115537.519,115537.519,1789132071828.145,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.828145+04:00,86.6
8294,15024308749000,994.0,1000,1.00,B,4131,115551.413,115551.413,1789132071842.039,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.842039+04:00,15.8
8295,15024322642000,994.0,1000,1.00,B,4132,115565.306,115565.306,1789132071855.932,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.855932+04:00,15.8
8296,15024336536000,994.0,1000,1.00,B,4133,115579.200,115579.200,1789132071869.826,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.869826+04:00,15.8
8297,15024350429000,9992.0,10000,1.00,A,4134,115593.093,115593.093,1789132071883.719,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.883719+04:00,86.6
8298,15024364322000,9992.0,10000,1.00,A,4135,115606.986,115606.986,1789132071897.612,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.897612+04:00,86.6
8299,15024378216000,9992.0,10000,1.00,A,4136,115620.880,115620.880,1789132071911.506,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.911506+04:00,86.6
8300,15024392111000,994.0,1000,1.00,B,4134,115634.775,115634.775,1789132071925.401,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.925401+04:00,15.8
8301,15024406002000,994.0,1000,1.00,B,4135,115648.666,115648.666,1789132071939.292,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.939292+04:00,15.8
8302,15024419898000,994.0,1000,1.00,B,4136,115662.562,115662.562,1789132071953.188,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.953188+04:00,15.8
8303,15024433790000,9992.0,10000,1.00,A,4137,115676.454,115676.454,1789132071967.080,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.967080+04:00,86.6
8304,15024447682000,9992.0,10000,1.00,A,4138,115690.346,115690.346,1789132071980.972,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.980972+04:00,86.6
8305,15024461576000,9992.0,10000,1.00,A,4139,115704.240,115704.240,1789132071994.866,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:51.994866+04:00,86.6
8306,15024475470000,994.0,1000,1.00,B,4137,115718.134,115718.134,1789132072008.760,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.008760+04:00,15.8
8307,15024489364000,994.0,1000,1.00,B,4138,115732.028,115732.028,1789132072022.654,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.022654+04:00,15.8
8308,15024503256000,994.0,1000,1.00,B,4139,115745.920,115745.920,1789132072036.546,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.036546+04:00,15.8
8309,15024517150000,9992.0,10000,1.00,A,4140,115759.814,115759.814,1789132072050.440,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.050440+04:00,86.6
8310,15024531043000,9992.0,10000,1.00,A,4141,115773.707,115773.707,1789132072064.333,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.064333+04:00,86.6
8311,15024544936000,9992.0,10000,1.00,A,4142,115787.600,115787.600,1789132072078.226,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.078226+04:00,86.6
8312,15024558831000,994.0,1000,1.00,B,4140,115801.495,115801.495,1789132072092.121,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.092121+04:00,15.8
8313,15024572723000,994.0,1000,1.00,B,4141,115815.387,115815.387,1789132072106.013,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.106013+04:00,15.8
8314,15024586617000,994.0,1000,1.00,B,4142,115829.281,115829.281,1789132072119.907,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.119907+04:00,15.8
8315,15024600512000,9992.0,10000,1.00,A,4143,115843.176,115843.176,1789132072133.802,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.133802+04:00,86.6
8316,15024614406000,9992.0,10000,1.00,A,4144,115857.070,115857.070,1789132072147.696,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.147696+04:00,86.6
8317,15024628297000,9992.0,10000,1.00,A,4145,115870.961,115870.961,1789132072161.587,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.161587+04:00,86.6
8318,15024642192000,994.0,1000,1.00,B,4143,115884.856,115884.856,1789132072175.482,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.175482+04:00,15.8
8319,15024656085000,994.0,1000,1.00,B,4144,115898.749,115898.749,1789132072189.375,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.189375+04:00,15.8
8320,15024669978000,994.0,1000,1.00,B,4145,115912.642,115912.642,1789132072203.268,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.203268+04:00,15.8
8321,15024683872000,9992.0,10000,1.00,A,4146,115926.536,115926.536,1789132072217.162,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.217162+04:00,86.6
8322,15024697764000,9992.0,10000,1.00,A,4147,115940.428,115940.428,1789132072231.054,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.231054+04:00,86.6
8323,15024711657000,9992.0,10000,1.00,A,4148,115954.321,115954.321,1789132072244.947,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.244947+04:00,86.6
8324,15024725553000,994.0,1000,1.00,B,4146,115968.217,115968.217,1789132072258.843,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.258843+04:00,15.8
8325,15024739444000,994.0,1000,1.00,B,4147,115982.108,115982.108,1789132072272.734,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.272734+04:00,15.8
8326,15024753337000,994.0,1000,1.00,B,4148,115996.001,115996.001,1789132072286.627,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.286627+04:00,15.8
8327,15024767234000,9992.0,10000,1.00,A,4149,116009.898,116009.898,1789132072300.524,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.300524+04:00,86.6
8328,15024781124000,9992.0,10000,1.00,A,4150,116023.788,116023.788,1789132072314.414,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.314414+04:00,86.6
8329,15024795018000,9992.0,10000,1.00,A,4151,116037.682,116037.682,1789132072328.308,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.328308+04:00,86.6
8330,15024808914000,994.0,1000,1.00,B,4149,116051.578,116051.578,1789132072342.204,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.342204+04:00,15.8
8331,15024822804000,994.0,1000,1.00,B,4150,116065.468,116065.468,1789132072356.094,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.356094+04:00,15.8
8332,15024836698000,994.0,1000,1.00,B,4151,116079.362,116079.362,1789132072369.988,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.369988+04:00,15.8
8333,15024850594000,9992.0,10000,1.00,A,4152,116093.258,116093.258,1789132072383.884,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.383884+04:00,86.6
8334,15024864485000,9992.0,10000,1.00,A,4153,116107.149,116107.149,1789132072397.775,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.397775+04:00,86.6
8335,15024878378000,9992.0,10000,1.00,A,4154,116121.042,116121.042,1789132072411.668,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.411668+04:00,86.6
8336,15024892273000,994.0,1000,1.00,B,4152,116134.937,116134.937,1789132072425.563,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.425563+04:00,15.8
8337,15024906165000,994.0,1000,1.00,B,4153,116148.829,116148.829,1789132072439.455,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.439455+04:00,15.8
8338,15024920059000,994.0,1000,1.00,B,4154,116162.723,116162.723,1789132072453.349,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.453349+04:00,15.8
8339,15024933953000,9992.0,10000,1.00,A,4155,116176.617,116176.617,1789132072467.243,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.467243+04:00,86.6
8340,15024947846000,9992.0,10000,1.00,A,4156,116190.510,116190.510,1789132072481.136,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.481136+04:00,86.6
8341,15024961739000,9992.0,10000,1.00,A,4157,116204.403,116204.403,1789132072495.029,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.495029+04:00,86.6
8342,15024975634000,994.0,1000,1.00,B,4155,116218.298,116218.298,1789132072508.924,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.508924+04:00,15.8
8343,15024989526000,994.0,1000,1.00,B,4156,116232.190,116232.190,1789132072522.816,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.522816+04:00,15.8
8344,15025003419000,994.0,1000,1.00,B,4157,116246.083,116246.083,1789132072536.709,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.536709+04:00,15.8
8345,15025017314000,9992.0,10000,1.00,A,4158,116259.978,116259.978,1789132072550.604,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.550604+04:00,86.6
8346,15025031207000,9992.0,10000,1.00,A,4159,116273.871,116273.871,1789132072564.497,2026-09-11T17:05:56.290626+04:00,2026-09-11T17:07:52.564497+04:00,86.6
